Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z,GPS.lat,GPS.long,GPS.alt
-0.4296893,0.41756725,1.0862865,0.105036184,0.118324,0.8949445,13.01735501,77.56816829,857
-0.7622061,0.3919258,0.4890766,0.10625759,0.1177469,0.8955087,13.01735501,77.56816829,857
-0.9659499,0.5198047,0.33228874,0.10808976,0.11760548,0.89584696,13.01735501,77.56816829,857
-0.83434784,0.50544405,-0.62179947,0.110477455,0.11768354,0.8963684,13.01735501,77.56816829,857
-0.78461325,0.4993441,-1.0184736,0.11552658,0.1183793,0.89779586,13.01735501,77.56816829,857
-0.7100457,0.4730804,-0.9437208,0.116229855,0.11864793,0.8987571,13.01735501,77.56816829,857
-0.5323354,0.37681532,-0.6507807,0.11671497,0.11816621,0.9002386,13.01735501,77.56816829,857
-0.38916707,0.27617908,-0.2562952,0.11678149,0.11722118,0.9014032,13.01735501,77.56816829,857
-0.38916707,0.27617908,-0.2562952,0.11678149,0.11722118,0.9014032,13.01735501,77.56816829,857
-0.14353001,0.12052965,0.4507475,0.11682145,0.115726955,0.9025189,13.01735501,77.56816829,857
0.09061301,0.14037013,1.1005077,0.117212676,0.11315734,0.9040976,13.01735501,77.56816829,857
0.10276055,0.070659876,1.1870823,0.11740241,0.11240815,0.90461004,13.01735501,77.56816829,857
-0.23455179,0.07640624,1.1481438,0.1176941,0.111316815,0.9055385,13.01735501,77.56816829,857
-0.61805975,0.087188005,0.7802124,0.11798255,0.110641785,0.9062312,13.01735501,77.56816829,857
-0.5851767,-0.071406126,0.38000393,0.1182966,0.11004499,0.90715384,13.01735501,77.56816829,857
-0.4170512,-0.063860655,0.3892641,0.11864641,0.10925162,0.90799123,13.01735501,77.56816829,857
-0.2765603,-0.013832092,0.666976,0.118798815,0.108387895,0.9090472,13.01735501,77.56816829,857
-0.4028002,-0.064100504,0.8442526,0.118669026,0.10757526,0.9100533,13.01735501,77.56816829,857
-0.57573164,-0.11523628,1.0764618,0.11813702,0.10672781,0.9115954,13.01735501,77.56816829,857
-0.60006666,-0.07749462,1.2223454,0.11795834,0.10642776,0.9127146,13.01735501,77.56816829,857
-0.46683967,-0.16229463,1.516139,0.118384846,0.10627951,0.9142955,13.01735501,77.56816829,857
-0.44165146,-0.31645942,1.3403215,0.11912967,0.10664428,0.91534597,13.01735501,77.56816829,857
-0.4465356,-0.3974681,0.72515106,0.12014032,0.10740855,0.916126,13.01735501,77.56816829,857
-0.40769494,-0.4322753,0.43379784,0.12138919,0.10902732,0.9174722,13.01735501,77.56816829,857
-0.091475844,-0.5150869,-0.1950159,0.121649854,0.11019295,0.91860545,13.01735501,77.56816829,857
-0.23193324,-0.5063684,-0.07389164,0.12126377,0.111359164,0.91968757,13.01735501,77.56816829,857
-0.15141845,-0.48352027,0.11109829,0.12032362,0.112597615,0.92094386,13.01735501,77.56816829,857
-0.070931315,-0.4521618,0.10893059,0.11893513,0.11446886,0.9226335,13.01735501,77.56816829,857
-0.08598697,-0.35004663,-0.16411495,0.118513055,0.115142755,0.92317176,13.01735501,77.56816829,857
-0.34915018,-0.44532347,-0.48926067,0.1170458,0.11708548,0.92459,13.01735501,77.56816829,857
-0.49515402,-0.5365479,-0.6500578,0.11588618,0.118160605,0.9256733,13.01735501,77.56816829,857
-0.5743222,-0.5067799,-0.707407,0.11481684,0.1188919,0.9266904,13.01735501,77.56816829,857
-0.17126858,-0.6078305,-0.31172466,0.113274254,0.11888975,0.92889714,13.01735501,77.56816829,857
-0.02256763,-0.60431767,-0.13971615,0.11300404,0.11859843,0.9294959,13.01735501,77.56816829,857
0.17473412,-0.5784991,0.27980423,0.11170594,0.11690056,0.9317394,13.01735501,77.56816829,857
-0.03289318,-0.57218766,0.5754738,0.110517405,0.11594748,0.93292207,13.01735501,77.56816829,857
-0.19665241,-0.6110089,0.9385176,0.109841615,0.115402035,0.9334598,13.01735501,77.56816829,857
-0.28095198,-0.5969262,1.355341,0.107718766,0.11368075,0.9352315,13.01735501,77.56816829,857
-0.39240384,-0.58298826,1.7920837,0.106366016,0.11267406,0.93650097,13.01735501,77.56816829,857
-0.42385495,-0.5521474,2.0795574,0.10521568,0.11209142,0.93777966,13.01735501,77.56816829,857
-0.40740156,-0.40008926,1.6261683,0.104278974,0.112565376,0.9394717,13.01735501,77.56816829,857
-0.3657881,-0.35965586,1.29461,0.10418382,0.11312412,0.94002753,13.01735501,77.56816829,857
-0.244869,-0.28108573,0.28690243,0.10428854,0.115602806,0.9414966,13.01735501,77.56816829,857
-0.08498454,-0.27548218,-0.003875732,0.104489565,0.117552176,0.9423657,13.01735501,77.56816829,857
0.0489161,-0.30112362,-0.05838394,0.10467567,0.11954051,0.9432772,13.01735501,77.56816829,857
0.115300655,-0.44101214,0.060390472,0.105006464,0.12242554,0.9444426,13.01735501,77.56816829,857
0.1557045,-0.57586336,0.17149353,0.105225585,0.124380894,0.9452204,13.01735501,77.56816829,857
0.34165215,-0.77686715,0.13236237,0.10565911,0.12633048,0.9458329,13.01735501,77.56816829,857
0.53875756,-0.9500222,-0.15172482,0.1065931,0.12939242,0.9467105,13.01735501,77.56816829,857
0.70883465,-1.0778513,-0.6402979,0.10712738,0.1314548,0.9472247,13.01735501,77.56816829,857
0.7851281,-1.1004598,-0.7232046,0.10732904,0.13244158,0.94746584,13.01735501,77.56816829,857
1.0501307,-1.1653562,-0.9914446,0.10770243,0.13503619,0.9480594,13.01735501,77.56816829,857
1.07073,-1.2211599,-1.2500858,0.10759443,0.13639036,0.9483964,13.01735501,77.56816829,857
0.9457613,-1.2966805,-1.3709536,0.106937155,0.13734703,0.94878215,13.01735501,77.56816829,857
0.7715255,-1.3419173,-1.1876621,0.10568857,0.1377772,0.94918114,13.01735501,77.56816829,857
0.5654087,-1.3127143,-0.6649618,0.1028274,0.13754922,0.9500183,13.01735501,77.56816829,857
0.5275073,-1.2939281,-0.43516064,0.101725414,0.1372593,0.9502993,13.01735501,77.56816829,857
0.5135186,-1.2237408,0.14517021,0.09824435,0.13596262,0.9512686,13.01735501,77.56816829,857
0.6508273,-1.1892164,0.7082653,0.09601575,0.1348146,0.9518618,13.01735501,77.56816829,857
0.70994604,-1.1315203,1.2073708,0.09387896,0.13371214,0.9524606,13.01735501,77.56816829,857
0.4639473,-1.0204377,1.1345005,0.09064726,0.13295893,0.953177,13.01735501,77.56816829,857
0.295815,-0.9245341,0.9141865,0.08948466,0.13304591,0.9533994,13.01735501,77.56816829,857
0.052388072,-0.7297976,0.44530582,0.08708,0.13356265,0.95374405,13.01735501,77.56816829,857
0.06267589,-0.42493725,0.035250664,0.083293475,0.13478634,0.9543576,13.01735501,77.56816829,857
0.057121456,-0.25611305,-0.15472507,0.08062278,0.13576156,0.9548249,13.01735501,77.56816829,857
-0.09271181,-0.115561485,-0.37247372,0.07630406,0.13745145,0.9554673,13.01735501,77.56816829,857
-0.16285092,-0.01017952,-0.4526024,0.07484537,0.13805614,0.95570636,13.01735501,77.56816829,857
-0.11254966,0.05229783,-0.48975563,0.07091504,0.13978948,0.95636743,13.01735501,77.56816829,857
0.022022605,0.08963895,-0.48599815,0.06878645,0.14085208,0.95681745,13.01735501,77.56816829,857
0.24085337,0.06969166,-0.605793,0.067119904,0.14185092,0.9571955,13.01735501,77.56816829,857
0.42567998,0.08125949,-0.78328705,0.065798305,0.14275803,0.9575696,13.01735501,77.56816829,857
0.46796495,0.10148835,-0.78686905,0.064603396,0.14348155,0.9578893,13.01735501,77.56816829,857
0.35024858,0.10655737,-0.3009777,0.06261765,0.14419077,0.9584434,13.01735501,77.56816829,857
0.41579205,0.049127817,0.10951042,0.06131356,0.14457788,0.9588702,13.01735501,77.56816829,857
0.6097472,-0.04567933,0.24966049,0.06041425,0.14506352,0.959085,13.01735501,77.56816829,857
0.62863463,-0.057799578,0.04374218,0.059643324,0.14593512,0.9593988,13.01735501,77.56816829,857
0.54735315,-0.04362321,-0.16925907,0.05898823,0.14712338,0.95957434,13.01735501,77.56816829,857
0.5458759,-0.07156134,-0.1489954,0.058427308,0.14850691,0.9598085,13.01735501,77.56816829,857
0.61869043,-0.048756123,-0.35004425,0.058393206,0.15088442,0.9599852,13.01735501,77.56816829,857
0.60360336,-0.023020029,-0.7169323,0.059004266,0.152635,0.96001697,13.01735501,77.56816829,857
0.72306025,-0.033599377,-1.0821466,0.060217954,0.15422736,0.95982367,13.01735501,77.56816829,857
0.81954646,-0.01666069,-1.3433971,0.061567143,0.15554242,0.95975167,13.01735501,77.56816829,857
0.8102565,-0.0618124,-1.3479319,0.063213974,0.15673794,0.95962805,13.01735501,77.56816829,857
0.81699765,-0.12174106,-1.1591282,0.06371691,0.15706392,0.95959085,13.01735501,77.56816829,857
0.8286238,-0.18295383,-0.9788971,0.06362071,0.15719023,0.95966446,13.01735501,77.56816829,857
0.83778757,-0.21778297,-0.96445465,0.063370734,0.1572165,0.959717,13.01735501,77.56816829,857
0.8358669,-0.21202564,-0.9530258,0.06193828,0.15714528,0.95991105,13.01735501,77.56816829,857
0.9691225,-0.1177752,-0.97104263,0.060682587,0.15690686,0.9600812,13.01735501,77.56816829,857
1.2701538,-0.097566605,-0.96120834,0.058812298,0.1560985,0.9604094,13.01735501,77.56816829,857
1.3833888,0.010411263,-0.7821312,0.057659697,0.15521362,0.96055496,13.01735501,77.56816829,857
1.4740014,0.08289266,-0.51431274,0.056466278,0.15414947,0.96070987,13.01735501,77.56816829,857
1.3883785,0.096690655,-0.39508057,0.055220533,0.15300395,0.9607206,13.01735501,77.56816829,857
1.1649694,0.049388885,-0.28232002,0.052788086,0.15127324,0.9606066,13.01735501,77.56816829,857
0.96424913,0.05090213,0.070236206,0.050687198,0.15020017,0.9605113,13.01735501,77.56816829,857
0.6752439,0.17230487,0.43112373,0.04950518,0.1497347,0.9604412,13.01735501,77.56816829,857
0.34560052,0.21156883,0.5175142,0.045766607,0.1487831,0.9601028,13.01735501,77.56816829,857
0.020434633,0.31011748,0.17418575,0.04267191,0.14828949,0.9596601,13.01735501,77.56816829,857
0.2025864,0.4689269,0.36420822,0.04135246,0.14776693,0.9594507,13.01735501,77.56816829,857
0.68822074,0.48843884,1.0195999,0.04084074,0.14688662,0.95924896,13.01735501,77.56816829,857
1.0589124,0.3932011,1.5177002,0.041131508,0.14581302,0.95905447,13.01735501,77.56816829,857
1.1087649,0.33004928,1.5700302,0.042058732,0.14479387,0.9587105,13.01735501,77.56816829,857
1.0019264,0.20711017,1.3206968,0.043176178,0.14397418,0.9583557,13.01733581,77.56807617,854
0.8034016,0.21085835,1.1289225,0.044237994,0.14330806,0.95794785,13.01733581,77.56807617,854
0.7087382,0.26859188,1.1954613,0.045110095,0.14265105,0.95761216,13.01733581,77.56807617,854
0.5950507,0.24663234,1.5779352,0.046139102,0.14162937,0.9571956,13.01733581,77.56807617,854
0.63521415,0.22928429,1.6449175,0.046483766,0.1413613,0.95710105,13.01733581,77.56807617,854
0.81030643,0.25645494,1.4648981,0.04813675,0.14091763,0.9567995,13.01733581,77.56807617,854
0.95117754,0.260566,1.0197372,0.05003024,0.14080276,0.9565651,13.01733581,77.56807617,854
1.0767205,0.19431233,0.595294,0.052587487,0.14050226,0.9562816,13.01733581,77.56807617,854
1.3258483,-0.031469107,0.3004427,0.055493023,0.13970184,0.9560128,13.01733581,77.56807617,854
1.9182458,-0.66697836,0.2674408,0.059929073,0.13699925,0.955558,13.01733581,77.56807617,854
2.372569,-1.0197945,0.45741463,0.062666714,0.13387899,0.9552399,13.01733581,77.56807617,854
2.406582,-0.9903896,1.1940718,0.064605966,0.1299018,0.9549013,13.01733581,77.56807617,854
1.7799863,-0.6392238,2.5538378,0.06517703,0.12351564,0.95424306,13.01733581,77.56807617,854
1.4781318,-0.5702989,2.75562,0.06470654,0.12160001,0.95398414,13.01733581,77.56807617,854
0.3019278,-0.30753732,2.556281,0.06146667,0.117438845,0.9530164,13.01733581,77.56807617,854
-0.4981887,-0.09606981,1.7351913,0.058208268,0.116305724,0.952234,13.01733581,77.56807617,854
-0.8897214,0.1859901,0.8771572,0.05474859,0.116357185,0.95129645,13.01733581,77.56807617,854
-0.8679733,0.7745805,0.25772667,0.051506642,0.11738102,0.9502093,13.01733581,77.56807617,854
-0.17254503,1.5098891,-0.6311865,0.0474366,0.12027185,0.94820935,13.01733581,77.56807617,854
0.09964824,1.5616114,-1.028409,0.0462466,0.12146385,0.9474504,13.01733581,77.56807617,854
0.28868264,1.513571,-2.439618,0.042513154,0.12528993,0.9448082,13.01733581,77.56807617,854
-0.3226541,1.567755,-3.032669,0.039233502,0.12777501,0.9428022,13.01733581,77.56807617,854
-1.1377149,1.6111457,-3.1768122,0.037245046,0.12891859,0.94176894,13.01733581,77.56807617,854
-2.5705628,1.4506154,-2.6974096,0.027329305,0.13243295,0.93766487,13.01733581,77.56807617,854
-3.2696292,1.3883574,-2.3185558,0.02453265,0.13306576,0.9366727,13.01733581,77.56807617,854
-4.7520704,1.3865108,-1.171668,0.019168638,0.1340687,0.9348099,13.01733581,77.56807617,854
-6.00626,1.7700098,0.5227127,0.013829929,0.13558027,0.93258953,13.01733581,77.56807617,854
-5.728936,2.6870053,0.57408905,0.01323541,0.13771394,0.9316319,13.01733581,77.56807617,854
-3.318734,3.6099315,0.77855206,0.014933506,0.14166838,0.9311099,13.01733581,77.56807617,854
1.5427456,3.5597315,-0.83959484,0.02079632,0.15115246,0.93044984,13.01733581,77.56807617,854
3.6141794,2.5840926,-2.7820854,0.025271326,0.15906316,0.9294223,13.01733581,77.56807617,854
3.903053,1.6383841,-4.258128,0.028714938,0.16713299,0.9276624,13.01733581,77.56807617,854
2.2716408,0.4302745,-5.0994673,0.030758828,0.17808975,0.9239189,13.01733581,77.56807617,854
-0.44794077,-0.1388948,-3.9402933,0.02992431,0.1858696,0.9198789,13.01733581,77.56807617,854
-0.44794077,-0.1388948,-3.9402933,0.02992431,0.1858696,0.9198789,13.01733581,77.56807617,854
-1.9950434,-0.2344644,-1.2914581,0.029239198,0.18964174,0.9165149,13.01733581,77.56807617,854
-1.4402442,-0.54940987,0.62991714,0.03191456,0.19056283,0.91407216,13.01733581,77.56807617,854
-1.0606716,-0.65085673,1.02073,0.03371532,0.19055897,0.9133805,13.01733581,77.56807617,854
-0.059180498,-0.626493,1.5359926,0.04146562,0.19039641,0.9113867,13.01733581,77.56807617,854
0.3811118,-0.5083754,1.444458,0.04810016,0.19032124,0.910069,13.01733581,77.56807617,854
0.50045264,-0.52109003,0.88079834,0.0588311,0.19026552,0.9080596,13.01733581,77.56807617,854
0.1276443,-0.39790106,0.46595192,0.06552846,0.19019507,0.9067478,13.01733581,77.56807617,854
-0.29511833,-0.32232308,0.21530914,0.07114583,0.19002645,0.9056968,13.01733581,77.56807617,854
-0.6800287,-0.18717217,0.10189152,0.07541559,0.18972047,0.90492386,13.01733581,77.56807617,854
-0.769933,-0.1757803,0.17343235,0.07807863,0.1892837,0.9045791,13.01733581,77.56807617,854
-0.5734926,-0.29691505,0.35956573,0.07909608,0.18871625,0.90464395,13.01733581,77.56807617,854
-0.45777842,-0.60744715,0.92945576,0.077609055,0.18777192,0.90544796,13.01733581,77.56807617,854
-0.81735134,-0.68342733,1.6223354,0.07499041,0.18728936,0.9063869,13.01733581,77.56807617,854
-1.0426357,-0.7428267,2.0861254,0.071841195,0.1871149,0.9075547,13.01733581,77.56807617,854
-1.02848,-0.68510413,2.020524,0.06900302,0.18726227,0.90879655,13.01733581,77.56807617,854
-0.65356463,-0.49150372,1.4216499,0.06626772,0.18758546,0.91075814,13.01733581,77.56807617,854
-0.28193772,-0.37309408,1.0003157,0.06549869,0.18753436,0.9120905,13.01733581,77.56807617,854
-0.08269845,-0.34964132,0.85668945,0.065370046,0.18735777,0.9127441,13.01733581,77.56807617,854
0.42582822,-0.3299036,1.1483955,0.06551152,0.18610752,0.91483366,13.01733581,77.56807617,854
0.77042437,-0.44316506,1.7178183,0.065828316,0.18484636,0.91621536,13.01733581,77.56807617,854
0.7296984,-0.5621724,2.3470068,0.066229135,0.18367025,0.91747564,13.01733581,77.56807617,854
0.16280101,-1.1132023,2.252077,0.067327484,0.18279469,0.918981,13.01733581,77.56807617,854
-0.5348902,-1.3549578,1.5946465,0.0685418,0.18302242,0.91974807,13.01733581,77.56807617,854
-0.87806076,-1.5036161,1.1044302,0.07018765,0.18368702,0.92047405,13.01733581,77.56807617,854
-0.88759416,-1.5672128,0.92580414,0.07236141,0.18460494,0.92122084,13.01733581,77.56807617,854
-0.9426358,-1.4151757,0.7709036,0.07507889,0.18583092,0.92199117,13.01733581,77.56807617,854
-1.046412,-1.0022523,0.44999695,0.07826585,0.18745029,0.9227851,13.01733581,77.56807617,854
-0.50344443,-0.5244894,-0.10460663,0.0835833,0.19042253,0.9239878,13.01733581,77.56807617,854
-0.034668565,-0.47584105,-0.59313583,0.08720634,0.1924241,0.9247819,13.01733581,77.56807617,854
0.63022876,-0.49028683,-0.7066078,0.09056642,0.19408637,0.9256262,13.01733581,77.56807617,854
0.821969,-0.55602884,-0.55605793,0.093459986,0.19528127,0.9265531,13.01733581,77.56807617,854
1.1194665,-0.7086935,-0.02592659,0.09582586,0.1961,0.9274751,13.01733581,77.56807617,854
1.1194873,-0.8985324,0.30319786,0.0978542,0.19683592,0.92829555,13.01733581,77.56807617,854
-0.26450962,-1.0553565,-0.14025402,0.10114978,0.19930866,0.929345,13.01733581,77.56807617,854
-0.8817614,-1.1508188,-0.53967285,0.10258508,0.20100091,0.9298008,13.01733581,77.56807617,854
-0.8643331,-1.0769215,-0.6839466,0.10430768,0.20259294,0.93034065,13.01733581,77.56807617,854
-0.26032138,-0.90064335,-0.78752995,0.106623285,0.20379494,0.9309491,13.01733581,77.56807617,854
0.24900985,-0.7974162,-0.7419977,0.10922136,0.20456275,0.93163687,13.01733581,77.56807617,854
0.64795905,-0.7387638,-0.7018671,0.111826405,0.20491098,0.9323864,13.01733581,77.56807617,854
0.60205853,-0.6677985,-0.64012146,0.11549107,0.20486765,0.9335328,13.01733581,77.56807617,854
0.52852213,-0.7035885,-0.64165497,0.11666427,0.20472254,0.9339094,13.01733581,77.56807617,854
0.40385497,-0.80021906,-0.9113636,0.120154254,0.20400213,0.9350111,13.01733581,77.56807617,854
0.31053638,-0.8197808,-1.0030241,0.1222393,0.20341775,0.93577945,13.01733581,77.56807617,854
-0.019546747,-0.8549886,-0.97764397,0.123921916,0.20286292,0.93658394,13.01733581,77.56807617,854
-0.27269554,-1.0007477,-1.1997099,0.12583028,0.2021005,0.93793595,13.01733581,77.56807617,854
-0.5356566,-0.8470955,-1.2454147,0.1265581,0.20191967,0.9389153,13.01733581,77.56807617,854
-0.714954,-0.69507456,-1.2155666,0.12700306,0.20195861,0.9399293,13.01733581,77.56807617,854
-0.5932609,-0.70281696,-1.1671953,0.12744182,0.20202583,0.9410057,13.01733581,77.56807617,854
-0.20018172,-0.49602747,-1.2057295,0.12842745,0.20218857,0.9426595,13.01733581,77.56807617,854
-0.044915438,-0.30067968,-1.5614929,0.12951176,0.20219973,0.9436999,13.01733581,77.56807617,854
0.109784484,-0.219172,-1.628273,0.13085033,0.20177622,0.9447654,13.01733581,77.56807617,854
0.3684696,-0.15797853,-1.5084791,0.13300192,0.20008549,0.9464857,13.01733581,77.56807617,854
0.58559954,-0.16768217,-1.301774,0.1344625,0.1981519,0.94771105,13.01733581,77.56807617,854
0.8281317,-0.17214394,-0.5280237,0.13587816,0.19556972,0.9489869,13.01733581,77.56807617,854
1.0831853,-0.20185423,0.40146637,0.13740368,0.19263314,0.95025504,13.01733581,77.56807617,854
1.2026047,-0.1927576,0.7488928,0.13933146,0.18976842,0.9513935,13.01733581,77.56807617,854
1.3906851,-0.13852215,0.76838493,0.14183146,0.18712796,0.9522868,13.01733581,77.56807617,854
1.82884,-0.053440332,0.32162094,0.14652906,0.18372525,0.9531965,13.01733581,77.56807617,854
1.8128135,0.080593586,-0.24607849,0.14994052,0.18182446,0.9535518,13.01733581,77.56807617,854
1.529958,0.22489381,-0.8049545,0.15309197,0.18006596,0.95380473,13.01733581,77.56807617,854
0.6416061,0.4160707,-1.2141037,0.15662563,0.17729078,0.95417595,13.01733581,77.56807617,854
0.37132215,0.4639287,-1.3080902,0.15747742,0.1762358,0.95434725,13.01733581,77.56807617,854
-0.06967926,0.52756,-1.345439,0.15876795,0.17377777,0.95478916,13.01733581,77.56807617,854
-0.2892418,0.569473,-0.8289442,0.15995899,0.16896357,0.9557298,13.01733581,77.56807617,854
-0.30524373,0.57344127,-0.5456896,0.16023086,0.16708975,0.9561027,13.01733581,77.56807617,854
-0.25025558,0.5600295,0.37247753,0.16094564,0.16103487,0.9572635,13.01733581,77.56807617,854
-0.22811389,0.51506495,0.6581812,0.1615854,0.15701048,0.95796525,13.01733581,77.56807617,854
-0.28090715,0.4493811,0.46825314,0.16254112,0.15322664,0.9585436,13.01733581,77.56807617,854
-0.4331739,0.36921382,-0.02166462,0.16455266,0.14785141,0.959185,13.01733581,77.56807617,854
-0.48758626,0.35299492,-0.12140846,0.1653121,0.14606515,0.9593656,13.01733581,77.56807617,854
-0.50665665,0.41171885,-0.21681023,0.1668668,0.14242075,0.959679,13.01733581,77.56807617,854
-0.29442525,0.6325581,0.16716862,0.16893248,0.13689591,0.9602018,13.01733581,77.56807617,854
-0.038237333,0.8231044,0.59121037,0.17112014,0.126502,0.9612003,13.01733581,77.56807617,854
-0.3252504,1.0761487,0.5398216,0.17024273,0.12234057,0.96172774,13.01733581,77.56807617,854
-0.4370849,1.2508411,0.4928913,0.17024273,0.12234057,0.96172774,13.01733581,77.56807617,854
-0.4921813,1.5397456,0.18758678,0.1688583,0.12008489,0.9621341,13.01733581,77.56807617,854
-0.5010581,1.8456488,-0.32229996,0.16698113,0.11812817,0.9625183,13.01733581,77.56807617,854
-0.55557895,2.1478217,-0.7514267,0.16456981,0.11633326,0.9629332,13.01733581,77.56807617,854
-0.6271992,2.4194016,-0.8408861,0.16172913,0.1144021,0.96334326,13.01733581,77.56807617,854
-0.70307493,2.588568,-0.5187063,0.15860893,0.11218698,0.9637536,13.01733581,77.56807617,854
-0.400923,2.852084,-0.28978252,0.15544349,0.109795384,0.9641277,13.01733581,77.56807617,854
0.12647533,3.0081494,-0.56587887,0.15205546,0.10732045,0.9643886,13.01733581,77.56807617,854
0.05612755,3.1352627,-0.6685629,0.14772278,0.10474203,0.9645936,13.01733581,77.56807617,854
-0.24014735,3.0845902,-0.90602493,0.13842495,0.10039482,0.96496594,13.01733581,77.56807617,854
-0.4323926,3.0797083,-0.7582331,0.12975273,0.09702715,0.96534675,13.01733581,77.56807617,854
